92.118.161.5 - - [04/Apr/2019:00:19:01 +0800] "GET / HTTP/1.0" 200 11398
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/biaoding.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:52:15 +0800] "GET /gdjk/login.do HTTP/1.1" 200 3997
61.232.72.5 - - [04/Apr/2019:23:52:15 +0800] "GET /gdjk/train/css/login.css HTTP/1.1" 200 4452
61.232.72.5 - - [04/Apr/2019:23:52:15 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1567
61.232.72.5 - - [04/Apr/2019:23:52:15 +0800] "GET /gdjk/train/js/login.js HTTP/1.1" 200 1669
61.232.72.5 - - [04/Apr/2019:23:52:15 +0800] "GET /gdjk/train/js/jquery.particleground.js HTTP/1.1" 200 14075
61.232.72.5 - - [04/Apr/2019:23:52:16 +0800] "GET /gdjk/train/js/jquery-1.8.0.min.js HTTP/1.1" 200 92556
61.232.72.5 - - [04/Apr/2019:23:52:16 +0800] "GET /gdjk/train/images/user-icon.jpg HTTP/1.1" 200 1405
61.232.72.5 - - [04/Apr/2019:23:52:16 +0800] "GET /gdjk/train/images/mima-icon.jpg HTTP/1.1" 200 1413
61.232.72.5 - - [04/Apr/2019:23:52:16 +0800] "GET /gdjk/train/images/yzmz-icon.jpg HTTP/1.1" 200 15000
61.232.72.5 - - [04/Apr/2019:23:52:16 +0800] "GET /gdjk/train/images/fav.ico HTTP/1.1" 200 4286
61.232.72.5 - - [04/Apr/2019:23:52:29 +0800] "POST /gdjk/login.do HTTP/1.1" 200 9065
61.232.72.5 - - [04/Apr/2019:23:52:29 +0800] "GET /gdjk/train/css/main.css HTTP/1.1" 200 4300
61.232.72.5 - - [04/Apr/2019:23:52:29 +0800] "GET /gdjk/train/css/icon.css HTTP/1.1" 200 4947
61.232.72.5 - - [04/Apr/2019:23:52:29 +0800] "GET /gdjk/train/easyui/easyui.css HTTP/1.1" 200 69986
61.232.72.5 - - [04/Apr/2019:23:52:29 +0800] "GET /gdjk/train/easyui/jquery.min.js HTTP/1.1" 200 95957
61.232.72.5 - - [04/Apr/2019:23:52:29 +0800] "GET /gdjk/train/easyui/datagrid-groupview.js HTTP/1.1" 200 13084
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/train/easyui/easyui-lang-zh_CN.js HTTP/1.1" 200 2501
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/train/easyui/jquery.easyui.min.js HTTP/1.1" 200 436133
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/train/images/top_bg1.jpg HTTP/1.1" 200 1320
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/train/images/user.png HTTP/1.1" 200 130034
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/train/easyui/images/blank.gif HTTP/1.1" 200 43
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/train/easyui/images/panel_tools.png HTTP/1.1" 200 852
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/train/easyui/images/layout_arrows.png HTTP/1.1" 200 319
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/train/easyui/images/tabs_icons.png HTTP/1.1" 200 150
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/train/easyui/images/loading.gif HTTP/1.1" 200 1737
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/train/anno.do?_=1554364248632 HTTP/1.1" 200 15570
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/train/css/icons/reload.png HTTP/1.1" 200 1045
61.232.72.5 - - [04/Apr/2019:23:52:30 +0800] "GET /gdjk/sys/getMenuTree2.do? HTTP/1.1" 200 8632
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/easyui/images/accordion_arrows.png HTTP/1.1" 200 184
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/easyui/images/tree_icons.png HTTP/1.1" 200 3115
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/shebei.png HTTP/1.1" 200 932
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/canshu.png HTTP/1.1" 200 535
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/biaoding.png HTTP/1.1" 200 617
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/weixiu.png HTTP/1.1" 200 686
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/zuoye.png HTTP/1.1" 200 412
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/zhuangtai.png HTTP/1.1" 200 265
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/xiaoshou.png HTTP/1.1" 200 528
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/zulin.png HTTP/1.1" 200 496
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/diannao.png HTTP/1.1" 200 719
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/shouji.png HTTP/1.1" 200 759
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/yiqi.png HTTP/1.1" 200 521
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1554364248633 HTTP/1.1" 200 15588
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/caidan.png HTTP/1.1" 200 236
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/danwei.png HTTP/1.1" 200 1098
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/yonghu.png HTTP/1.1" 200 347
61.232.72.5 - - [04/Apr/2019:23:52:31 +0800] "GET /gdjk/train/css/ext_icons/xianlu.png HTTP/1.1" 200 559
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "GET /gdjk/train/sbzyxx.do?id=6246&_=1554364248634 HTTP/1.1" 200 9137
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "GET /gdjk/train/easyui/images/datagrid_icons.png HTTP/1.1" 200 307
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "GET /gdjk/train/css/icons/edit_remove.png HTTP/1.1" 200 625
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "GET /gdjk/train/css/icons/download.png HTTP/1.1" 200 1535
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "GET /gdjk/train/easyui/images/pagination_icons.png HTTP/1.1" 200 628
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 929
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "GET /gdjk/train/css/icons/search.png HTTP/1.1" 200 813
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "GET /gdjk/train/css/icons/undo.png HTTP/1.1" 200 707
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "GET /gdjk/train/easyui/images/combo_arrow.png HTTP/1.1" 200 117
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "GET /gdjk/train/easyui/images/datebox_arrow.png HTTP/1.1" 200 626
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "GET /gdjk/train/easyui/images/spinner_arrows.png HTTP/1.1" 200 149
61.232.72.5 - - [04/Apr/2019:23:52:56 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 929
61.232.72.5 - - [04/Apr/2019:23:56:29 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1554364248635 HTTP/1.1" 200 15588
61.232.72.5 - - [04/Apr/2019:23:56:29 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1554364248636 HTTP/1.1" 200 15588
61.232.72.5 - - [04/Apr/2019:23:56:29 +0800] "GET /gdjk/train/jcsbgl.do?_=1554364248637 HTTP/1.1" 200 9988
61.232.72.5 - - [04/Apr/2019:23:56:29 +0800] "GET /gdjk/train/css/icons/edit_add.png HTTP/1.1" 200 1088
61.232.72.5 - - [04/Apr/2019:23:56:29 +0800] "GET /gdjk/train/css/icons/pencil.png HTTP/1.1" 200 713
61.232.72.5 - - [04/Apr/2019:23:56:29 +0800] "POST /gdjk/train/jcsbglList.do HTTP/1.1" 200 8946
61.232.72.5 - - [04/Apr/2019:23:56:30 +0800] "POST /gdjk/train/jcsbglList.do HTTP/1.1" 200 8946
